"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Innefattar"	"Utesluter"	"Relaterad ICF-kod"
"SCA.PU.ZZ"	"SCA"	"Stödjande samtal om att fokusera uppmärksamhet"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att avsiktligt fokusera på specifika stimuli"	""	""	"d160"
"SCA.PV.ZZ"	"SCA"	"Behandlande samtal om att fokusera uppmärksamhet"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av förmågan att avsiktligt fokusera på specifika stimuli"	""	""	"d160"
"SCA.RB.ZZ"	"SCA"	"Praktiskt stöd i att fokusera uppmärksamhet"	"Aktivitet att praktiskt stödja eller guida individen i att avsiktligt fokusera på specifika stimuli"	""	""	"d160"
"SCA.RC.ZZ"	"SCA"	"Emotionellt stöd i att fokusera uppmärksamhet"	"Aktivitet att känslomässigt stödja eller motivera individen i att avsiktligt fokusera på specifika stimuli"	""	""	"d160"
"SCA.SZ.ZZ"	"SCA"	"Stöd i att fokusera uppmärksamhet"	"Ospecificerad individstödjande aktivitet i att avsiktligt fokusera på specifika stimuli"	""	""	"d160"
"SCJ"	"SA-SC"	"Att lösa problem"	"Att finna lösningar på problem eller situationer genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning"	""	""	"d175"
"SCJ.AA.ZZ"	"SCJ"	"Bedömning av att lösa problem"	"Bedömning av förmågan – att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar), utvärdera tänkbara effekter av lösningar och genomföra en vald lösning – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d175"
"SCJ.AM.ZZ"	"SCJ"	"Observation av att lösa problem"	"Iakttagelser för att utreda eller följa upp förmågan att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.AS.ZZ"	"SCJ"	"Utredande samtal om att lösa problem"	"Samtal som görs för att utreda förmågan att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.AT.ZZ"	"SCJ"	"Inhämtning av uppgifter, från professionell, om att lösa problem"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.AU.ZZ"	"SCJ"	"Inhämtning av uppgifter, från annan, om att lösa problem"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.AV.ZZ"	"SCJ"	"Uppföljande samtal om att lösa problem"	"Samtal som görs för att följa upp förmågan – att finna lösningar på problem eller situationer genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning – i relation till mål och måluppfyllelse"	""	""	"d175"
"SCJ.PH.ZZ"	"SCJ"	"Färdighetsträning i att lösa problem"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att finna lösningar på problem eller situationer genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning – genom praktiska övningar i relevant miljö"	""	""	"d175"
"SCJ.PU.ZZ"	"SCJ"	"Stödjande samtal om att lösa problem"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.PV.ZZ"	"SCJ"	"Behandlande samtal om att lösa problem"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av förmågan att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.RB.ZZ"	"SCJ"	"Praktiskt stöd i att lösa problem"	"Aktivitet att praktiskt stödja eller guida individen i att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.RC.ZZ"	"SCJ"	"Emotionellt stöd i att lösa problem"	"Aktivitet att känslomässigt stödja eller motivera individen i att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCJ.SZ.ZZ"	"SCJ"	"Stöd i att lösa problem"	"Ospecificerad individstödjande aktivitet i att finna lösningar på problem eller situationer (genom att identifiera och analysera frågor, utveckla möjliga lösningar, utvärdera tänkbara effekter av lösningar och genomföra en vald lösning)"	""	""	"d175"
"SCL"	"SA-SC"	"Att fatta beslut"	"Att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet (såsom att välja och köpa en specifik sak eller att besluta att göra och även genomföra en uppgift bland flera uppgifter som behöver genomföras)"	""	""	"d177"
"SCL.AA.ZZ"	"SCL"	"Bedömning av att fatta beslut"	"Bedömning av förmågan – att välja mellan alternativ, att förverkliga valet och utvärdera effekterna av valet – samt bedömning av behov av insatser, grundat på insamlad information"	""	""	"d177"
"SCL.AM.ZZ"	"SCL"	"Observation av att fatta beslut"	"Iakttagelser för att utreda eller följa upp förmågan att välja mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.AS.ZZ"	"SCL"	"Utredande samtal om att fatta beslut"	"Samtal som görs för att utreda förmågan att välja mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.AT.ZZ"	"SCL"	"Inhämtning av uppgifter, från professionell, om att fatta beslut"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att välja mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.AU.ZZ"	"SCL"	"Inhämtning av uppgifter, från annan, om att fatta beslut"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att välja mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.AV.ZZ"	"SCL"	"Uppföljande samtal om att fatta beslut"	"Samtal som görs för att följa upp förmågan – att välja mellan alternativ, att förverkliga valet och utvärdera effekterna av valet – i relation till mål och måluppfyllelse"	""	""	"d177"
"SCL.PH.ZZ"	"SCL"	"Färdighetsträning i att fatta beslut"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet – genom praktiska övningar i relevant miljö"	""	""	"d177"
"SCL.PN.ZZ"	"SCL"	"Råd eller information om att fatta beslut"	"Aktivitet att ge råd eller information för att uppmuntra en förändring av eller bibehållande av förmågan att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet – i relation till hälsa (eller risker)"	""	""	"d177"
"SCL.PU.ZZ"	"SCL"	"Stödjande samtal om att fatta beslut"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.PV.ZZ"	"SCL"	"Behandlande samtal om att fatta beslut"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av förmågan att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.RB.ZZ"	"SCL"	"Praktiskt stöd i att fatta beslut"	"Aktivitet att praktiskt stödja eller guida individen i att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.RC.ZZ"	"SCL"	"Emotionellt stöd i att fatta beslut"	"Aktivitet att känslomässigt stödja eller motivera individen i att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SCL.SZ.ZZ"	"SCL"	"Stöd i att fatta beslut"	"Ospecificerad individstödjande aktivitet i att göra ett val mellan alternativ, att förverkliga valet och utvärdera effekterna av valet"	""	""	"d177"
"SD"	""	"Aktiviteter gällande allmänna uppgifter och krav"	""	""	""	""
"SD1"	"SD"	"Allmänna uppgifter och krav"	"Detta kapitel handlar om allmänna aspekter på att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	""	""	"d2"
"SD1.AA.ZZ"	"SD1"	"Bedömning av allmänna uppgifter och krav"	"Bedömning av förmågan – att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress – samt bedömning av behov av insatser, grundat på insamlad information"	"bedömning av att genomföra enstaka och mångfaldiga uppgifter (SDA.AA.ZZ); genomföra daglig rutin (SDG.AA.ZZ); hantera stress och andra psykologiska krav (SDJ.AA.ZZ); hantera sitt beteende (SDK.AA.ZZ)"	""	"d210-d299"
"SD1.AC.ZZ"	"SD1"	"Manualbaserat test eller samtal om allmänna uppgifter och krav"	"Manualbaserat test eller samtal för att utreda eller följa upp förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	""	""	"d210-d299"
"SD1.AM.ZZ"	"SD1"	"Observation av allmänna uppgifter och krav"	"Iakttagelser för att utreda eller följa upp förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"observation av att genomföra enstaka och mångfaldiga uppgifter (SDA.AM.ZZ); genomföra daglig rutin (SDG.AA.ZZ); hantera stress och andra psykologiska krav (SDJ.AM.ZZ); hantera sitt beteende (SDK.AM.ZZ)"	""	"d210-d299"
"SD1.AS.ZZ"	"SD1"	"Utredande samtal om allmänna uppgifter och krav"	"Samtal som görs för att utreda förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"utredande samtal om att genomföra enstaka och mångfaldiga uppgifter (SDA.AS.ZZ); genomföra daglig rutin (SDG.AA.ZZ); hantera stress och andra psykologiska krav (SDJ.AS.ZZ); hantera sitt beteende (SDK.AS.ZZ)"	""	"d210-d299"
"SD1.AT.ZZ"	"SD1"	"Inhämtning av uppgifter, från professionell, om allmänna uppgifter och krav"	"Aktivitet att inhämta relevanta uppgifter, från professionell aktör, om förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"inhämtning av uppgifter, från professionell, om att genomföra enstaka och mångfaldiga uppgifter (SDA.AT.ZZ); genomföra daglig rutin (SDG.AT.ZZ); hantera stress och andra psykologiska krav (SDJ.AT.ZZ); hantera sitt beteende (SDK.AT.ZZ)"	""	"d210-d299"
"SD1.AU.ZZ"	"SD1"	"Inhämtning av uppgifter, från annan, om allmänna uppgifter och krav"	"Aktivitet att inhämta relevanta uppgifter, från annan (t.ex. närstående), om förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"inhämtning av uppgifter, från annan, om att genomföra enstaka och mångfaldiga uppgifter (SDA.AU.ZZ); genomföra daglig rutin (SDG.AU.ZZ); hantera stress och andra psykologiska krav (SDJ.AU.ZZ); hantera sitt beteende (SDK.AU.ZZ)"	""	"d210-d299"
"SD1.AV.ZZ"	"SD1"	"Uppföljande samtal om allmänna uppgifter och krav"	"Samtal som görs för att följa upp förmågan – att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress – i relation till mål och måluppfyllelse"	"uppföljande samtal om att genomföra enstaka och mångfaldiga uppgifter (SDA.AV.ZZ); genomföra daglig rutin (SDG.AV.ZZ); hantera stress och andra psykologiska krav (SDJ.AV.ZZ); hantera sitt beteende (SDK.AV.ZZ)"	""	"d210-d299"
"SD1.AX.ZZ"	"SD1"	"Annan specificerad utredande eller uppföljande aktivitet om allmänna uppgifter och krav"	"Annan specificerad utredande eller uppföljande aktivitet gällande att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress - som inte är specificerad i klassifikationen"	""	""	"d210-d299"
"SD1.AZ.ZZ"	"SD1"	"Utredande eller uppföljande aktivitet om allmänna uppgifter och krav, ospecificerad"	"Ospecificerad utredande eller uppföljande aktivitet, gällande att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	""	""	"d210-d299"
"SD1.PH.ZZ"	"SD1"	"Färdighetsträning i allmänna uppgifter och krav"	"Aktivitet att lära, förbättra eller utveckla färdigheter – i att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress – genom praktiska övningar i relevant miljö"	"färdighetsträning i att genomföra enstaka och mångfaldiga uppgifter (SDA.PH.ZZ); genomföra daglig rutin (SDG.PH.ZZ); hantera stress och andra psykologiska krav (SDJ.PH.ZZ); hantera sitt beteende (SDK.PH.ZZ)"	""	"d210-d299"
"SD1.PN.ZZ"	"SD1"	"Råd eller information om allmänna uppgifter och krav"	"Aktivitet att ge råd eller information för att uppmuntra en förändring av eller bibehållande av förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress – i relation till hälsa (eller risker)"	"råd eller information om att genomföra enstaka och mångfaldiga uppgifter (SDA.PN.ZZ); genomföra daglig rutin (SDG.PN.ZZ); hantera stress och andra psykologiska krav (SDJ.PN.ZZ)"	""	"d210-d299"
"SD1.PU.ZZ"	"SD1"	"Stödjande samtal om allmänna uppgifter och krav"	"Teori- och metodbaserat samtal för att hitta strategier för att lösa eller lindra problem och svårigheter som uppstår genom det dagliga livets krav och individens förmåga att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"stödjande samtal om att genomföra enstaka och mångfaldiga uppgifter (SDA.PU.ZZ); genomföra daglig rutin (SDG.PU.ZZ); hantera stress och andra psykologiska krav (SDJ.PU.ZZ); hantera sitt beteende (SDK.PU.ZZ)"	""	"d210-d299"
"SD1.PV.ZZ"	"SD1"	"Behandlande samtal om allmänna uppgifter och krav"	"Teori- och metodbaserad terapeutisk kommunikation (som inbegriper samtal, förståelse av information och annat kunskapsutbyte) i syfte att förändra eller öka förståelsen för individens egen situation för att åstadkomma en förändring av förmågan att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"behandlande samtal om att genomföra enstaka och mångfaldiga uppgifter (SDA.PV.ZZ); genomföra daglig rutin (SDG.PV.ZZ); hantera stress och andra psykologiska krav (SDJ.PV.ZZ); hantera sitt beteende (SDK.PV.ZZ)"	""	"d210-d299"
"SD1.RB.ZZ"	"SD1"	"Praktiskt stöd i allmänna uppgifter och krav"	"Aktivitet att praktiskt stödja eller guida individen i att genomföra enstaka eller mångfaldiga uppgifter, organisera arbetsgång och att hantera stress"	"praktiskt stöd i att genomföra enstaka och mångfaldiga uppgifter (SDA.RB.ZZ); genomföra daglig rutin (SDG.RB.ZZ); hantera stress och andra psykologiska krav (SDJ.RB.ZZ); hantera sitt beteende (SDK.RB.ZZ)"	""	"d210-d299"
