"Kod"	"Överordnad kod"	"Titel"	"Beskrivning"	"Exempel"	"Innefattar"	"Utesluter"	"Anmärkning"	"Relaterad ICF-kod"	"Relaterad ICD-10-SE-kod"
"AD005"	"AD"	"Datortomografi, hals och larynx"	""	""	""	""	""	""	""
"AD006"	"AD"	"Datortomografi, spottkörtlar"	""	""	""	""	""	""	""
"AD007"	"AD"	"Datortomografi, temporalben (öra)"	""	""	""	""	""	""	""
"AD008"	"AD"	"Epifaryngoskopi, endoskopisk"	""	""	""	""	""	""	""
"AD009"	"AD"	"Fiberskopisk undersökning av orofaryngeal sväljning (FUS)"	""	""	""	""	""	""	""
"AD010"	"AD"	"Fiberskopisk undersökning av velofarynxfunktion under tal"	""	""	""	""	""	""	""
"AD011"	"AD"	"Höghastighetsfilmning av stämbanden"	""	""	""	""	""	""	""
"AD012"	"AD"	"Impedansmätning inom audiologin"	"Stapediusmätning, skilda reflexmätningar, tympanometri"	""	""	""	""	""	""
"AD013"	"AD"	"Klinisk undersökning av öron, näsa och hals"	""	""	""	""	""	""	""
"AD014"	"AD"	"Laryngografi"	""	""	""	""	""	""	""
"AD015"	"AD"	"Laryngoskopi med stel optik"	"Utan stroboskopi"	""	""	""	""	""	""
"AD016"	"AD"	"Ljudobehagsmätningar"	"Psykoakustiska hörselsmätningar genom presentation av ton- och/eller talsignal"	""	""	""	""	""	""
"AD017"	"AD"	"Lukt- och smakutredning"	""	""	""	""	""	""	""
"AD018"	"AD"	"Magnetresonanstomografi, hals och larynx"	""	""	""	""	""	""	""
"AD019"	"AD"	"Magnetresonanstomografi, spottkörtlar"	""	""	""	""	""	""	""
"AD020"	"AD"	"Magnetresonanstomografi, temporalben (öra)"	""	""	""	""	""	""	""
"AD021"	"AD"	"Nasalt borstprov"	"För diagnostik av primär ciliedyskinesi"	""	""	""	""	""	""
"AD022"	"AD"	"Nasometri"	"Akustisk mätning av hypernasal klang"	""	""	""	""	""	""
"AD023"	"AD"	"Registrering av otoakustiska emissioner"	"Inkluderar neonatal hörselscreening"	""	""	""	""	""	""
"AD024"	"AD"	"Preoperativ kokleaimplantatutredning"	"Promontorialtest med elektrod. Typ av anestesi kan anges med speciell anestesikod"	""	""	""	""	""	""
"AD025"	"AD"	"Rinometri"	""	""	""	""	""	""	""
"AD026"	"AD"	"Rinomanometri"	""	""	""	""	""	""	""
"AD027"	"AD"	"Röntgenundersökning, epifarynx och nasofarynx"	""	""	""	""	""	""	""
"AD028"	"AD"	"Röntgenundersökning, halsens mjukdelar (inklusive trakea)"	""	""	""	""	""	""	""
"AD029"	"AD"	"Röntgenundersökning, hypofarynx"	""	""	""	""	""	""	""
"AD030"	"AD"	"Röntgenundersökning, hypofarynx och esofagus"	""	""	""	""	""	""	""
"AD031"	"AD"	"Röntgenundersökning, larynx (utan kontrast)"	""	""	""	""	""	""	""
"AD032"	"AD"	"Röntgenundersökning, näsans bihålor"	""	""	""	""	""	""	""
"AD033"	"AD"	"Röntgenundersökning, spottkörtlar (översikt)"	""	""	""	""	""	""	""
"AD034"	"AD"	"Röntgenundersökning, temporalben (öra), fullständig undersökning"	""	""	""	""	""	""	""
"AD035"	"AD"	"Sialografi"	""	""	""	""	""	""	""
"AD036"	"AD"	"Stroboskopisk undersökning av stämbanden"	""	""	""	""	""	""	""
"AD037"	"AD"	"Talaudiometriska test"	"En eller flera av följande: talaudiogram, talaudiogram i brus, talaudiometri i ljudfältsmätning"	""	""	""	""	""	""
"AD038"	"AD"	"Tinnitusanalys"	"Utredning av besvärens natur med bl.a. frekvensbestämning och värdering av besvären med VAS-skala"	""	""	""	""	""	""
"AD039"	"AD"	"Tinnitusutredning"	"Omfattande anamnesinhämtande rörande tinnitusbesvären. Specifika hörselundersökningar anges separat"	""	""	""	""	""	""
"AD041"	"AD"	"Tympanometri"	""	""	""	""	""	""	""
"AD042"	"AD"	"Ultraljud sinus"	""	""	""	""	""	""	""
"AD043"	"AD"	"Ultraljudsundersökning, halsens mjukdelar"	""	""	""	""	""	""	""
"AD044"	"AD"	"Ultraljudsundersökning, spottkörtlar"	""	""	""	""	""	""	""
"AD045"	"AD"	"Undersökning av röst"	"Innefattar undersökning av ett eller flera av följande områden: andning, klang, kvalitet, läge och intensitet"	""	""	""	""	""	""
"AD046"	"AD"	"Videofluoroskopi av velofarynxfunktion under tal"	""	""	""	""	""	""	""
"AD047"	"AD"	"Tonaudiogram, endast luftledning"	""	""	""	""	""	""	""
"AD048"	"AD"	"Epifaryngoskopi, endoskopisk med biopsi"	""	""	""	""	""	""	""
"AD050"	"AD"	"Hörselutredning, omfattande"	"Mer omfattande utredning av hörselproblem än enbart audiogram. Innefattar bedömning av fler olika hörseltest, neurologisk undersökning, ställningstagande till rehabilitering och ofta anlitande av annan personalkategori"	""	""	""	""	""	""
"AD051"	"AD"	"Hörselgångsmätning (IF-mätning)"	"Mätning av hörapparatens utsignal direkt i hörselgången med hjälp av en sondmikrofon som placeras nära trumhinnan"	""	""	""	""	""	""
"AD052"	"AD"	"Foniatrisk diagnostik av röst- och talstörningar"	"Inkluderar undersökning av läkare med foniatrisk kompetens med videostroboskopi eller höghastighetskamerafilmning av larynx och stämband, inspelning och tolkning samt bedömning av röst- och talstörning"	""	""	""	""	""	""
"AD053"	"AD"	"Ljudfältsmätning"	""	""	""	""	""	""	""
"AD054"	"AD"	"Avtryckstagning från hörselgång och ytteröra"	""	""	""	""	""	""	""
"AD055"	"AD"	"Video Head Impulse Test (vHIT)"	""	""	""	""	""	""	""
"AE"	"A"	"Läppar, tänder, käkar, mun och svalg"	""	""	""	""	""	""	""
"AE001"	"AE"	"Datortomografi, inför implantat av tänder"	""	""	""	""	""	""	""
"AE002"	"AE"	"Datortomografi, käkleder"	""	""	""	""	""	""	""
"AE003"	"AE"	"Datortomografi, munbotten"	""	""	""	""	""	""	""
"AE004"	"AE"	"Klinisk undersökning av munhåla och tänder"	""	""	""	""	""	""	""
"AE005"	"AE"	"Magnetresonanstomografi, käkleder"	""	""	""	""	""	""	""
"AE006"	"AE"	"Magnetresonanstomografi, munbotten"	""	""	""	""	""	""	""
"AE007"	"AE"	"Röntgenundersökning, enskild tand"	""	""	""	""	""	""	""
"AE008"	"AE"	"Röntgenundersökning, käkleder"	""	""	""	""	""	""	""
"AE009"	"AE"	"Röntgenundersökning, munbotten"	""	""	""	""	""	""	""
"AE010"	"AE"	"Röntgenundersökning, munhåla"	""	""	""	""	""	""	""
"AE011"	"AE"	"Röntgenundersökning, stereoundersökning av käkbensförankrat implantat"	""	""	""	""	""	""	""
"AE012"	"AE"	"Röntgenundersökning, tänder (utan närmare specificering)"	""	""	""	""	""	""	""
"AE013"	"AE"	"Röntgenundersökning, tänder, delstatus"	""	""	""	""	""	""	""
"AE014"	"AE"	"Röntgenundersökning, tänder, helstatus"	""	""	""	""	""	""	""
"AE015"	"AE"	"Röntgenundersökning, tänder, panoramaundersökning"	""	""	""	""	""	""	""
"AE016"	"AE"	"Röntgenundersökning, underkäke"	""	""	""	""	""	""	""
"AE017"	"AE"	"Salivvolymsmätning"	"Mätning i vila respektive efter stimulering"	""	""	""	""	""	""
"AE018"	"AE"	"Skintigrafi, spottkörtlar"	""	""	""	""	""	""	""
"AE019"	"AE"	"Skintigrafi, tårkanal"	""	""	""	""	""	""	""
"AE020"	"AE"	"Undersökning av oralmotorik"	"Innefattar undersökning av ett eller flera av följande områden: orofacial anatomi, motorik och sensorik"	""	""	""	""	""	""
"AE021"	"AE"	"Videofluoroskopi av orofaryngeal sväljning"	""	""	""	""	""	""	""
"AF"	"A"	"Hjärtat och de stora intratorakala kärlen"	""	""	""	""	""	""	""
"AF001"	"AF"	"Angiografi av höger förmak"	""	""	""	""	""	""	""
"AF002"	"AF"	"Angiografi av höger kammare"	""	""	""	""	""	""	""
"AF003"	"AF"	"Angiografi av vänster förmak"	""	""	""	""	""	""	""
"AF004"	"AF"	"Angiografi av vänster kammare"	""	""	""	""	""	""	""
"AF005"	"AF"	"Angiografi, aortocervikal"	""	""	""	""	""	""	""
"AF006"	"AF"	"Selektiv angiografi av coronary bypass inklusive a. mammaria interna"	""	""	""	""	""	""	""
"AF008"	"AF"	"Annan specificerad elektrokardiografi"	""	""	""	""	""	""	""
"AF009"	"AF"	"Annan specificerad mätning i hjärta och de stora intratorakala kärlen"	""	""	""	""	""	""	""
"AF010"	"AF"	"Aortografi, lumbal"	""	""	""	""	""	""	""
"AF011"	"AF"	"Aortografi, torakal (supravalvulär)"	""	""	""	""	""	""	""
"AF012"	"AF"	"Arbets-EKG, standard"	"Inkluderar även armcykling och rullmatta"	""	""	""	""	""	""
"AF013"	"AF"	"Arteriografi av två eller flera bukartärer"	""	""	""	""	""	""	""
"AF015"	"AF"	"Blodtrycksmätning standard"	""	""	""	""	""	""	""
"AF016"	"AF"	"Blodtrycksmätning under lång tid, non-invasiv"	"Uppkoppling och bedömning. Kodregistrering görs endast vid uppkopplingen"	""	""	""	""	""	""
"AF017"	"AF"	"Datortomografi, bukaorta och vena cava"	""	""	""	""	""	""	""
"AF018"	"AF"	"Datortomografi, hjärta"	""	""	""	""	""	""	""
"AF019"	"AF"	"Doppler ekokardiografi med stress"	"Fysisk (cykling) eller farmakologisk stress"	""	""	""	""	""	""
"AF020"	"AF"	"Doppler ekokardiografi, transtorakal, enkel"	"< 30 minuter inklusive bedömning"	""	""	""	""	""	""
"AF021"	"AF"	"Doppler ekokardiografi, transtorakal, omfattande"	"> 30 minuter inklusive bedömning"	""	""	""	""	""	""
"AF022"	"AF"	"Elektrokardiografi (EKG), 12 avledningar, standard"	"Tagning och tolkning"	""	""	""	""	""	""
"AF023"	"AF"	"Elektrokardiografi (EKG), 12 avledningar, standard, tagning"	"Enbart tagning"	""	""	""	""	""	""
"AF024"	"AF"	"Elektrokardiografi (EKG), 12 avledningar, standard, tolkning"	"Enbart tolkning"	""	""	""	""	""	""
"AF025"	"AF"	"Esofagus-elektrokardiografi (EKG)"	""	""	""	""	""	""	""
"AF026"	"AF"	"Filmning eller genomlysning av hjärtklaff (ej vid angiografi)"	""	""	""	""	""	""	""
"AF027"	"AF"	"Foster-elektrokardiografi (EKG)"	""	""	""	""	""	""	""
"AF028"	"AF"	"Fosterekokardiografi"	""	""	""	""	""	""	""
"AF029"	"AF"	"Hjärtfrekvensvariabilitetsanalys"	""	""	""	""	""	""	""
"AF032"	"AF"	"Intrakoronart ultraljud och doppler"	""	""	""	""	""	""	""
"AF033"	"AF"	"Invasiv elektrofysiologisk hjärtundersökning"	""	""	""	""	""	""	""
"AF034"	"AF"	"Kardiotokografi (CTG)"	""	""	""	""	""	""	""
"AF035"	"AF"	"Kavografi, torakal"	""	""	""	""	""	""	""
"AF036"	"AF"	"Klinisk undersökning av hjärta och kärl"	""	""	""	""	""	""	""
"AF037"	"AF"	"Koronarangiografi"	"Inklusive bypasskärl och a. mammaria interna. Ett eller flera kärl"	""	""	""	""	""	""
"AF038"	"AF"	"Late Potential-elektrografi (EG, sena potentialer)"	""	""	""	""	""	""	""
"AF039"	"AF"	"Långtids-EKG-registrering (eventrecording)"	"Denna åtgärdskod används då en och samma enhet hanterar hela processen från uppkoppling till och med bedömning. Registreringen görs en gång, vid uppkopplingen"	""	""	""	""	""	""
"AF040"	"AF"	"Långtids-EKG-registrering, arytmianalys, (Holter)"	"Denna åtgärdskod används då en och samma enhet hanterar hela processen från uppkoppling till och med bedömning. Registreringen görs en gång, vid uppkopplingen"	""	""	""	""	""	""
"AF041"	"AF"	"Långtids-EKG-registrering, bedömning"	"Denna åtgärdskod används då en enhet enbart har hand om bedömningsmomentet. Avser arytmianalys och/eller ST-analys"	""	""	""	""	""	""
"AF042"	"AF"	"Långtids-EKG-registrering, ST-analys, (Holter)"	"Denna åtgärdskod används då en och samma enhet hanterar hela processen från uppkoppling till och med bedömning. Registreringen görs en gång, vid uppkopplingen"	""	""	""	""	""	""
"AF043"	"AF"	"Långtids-EKG-registrering, uppkoppling"	"Denna åtgärdskod används då en enhet enbart har hand om det praktiska genomförandet av undersökningen, men ej bedömningen. Registreringen görs en gång, vid uppkopplingen"	""	""	""	""	""	""
"AF044"	"AF"	"Magnetresonanstomografi, bukaorta och vena cava"	""	""	""	""	""	""	""
"AF045"	"AF"	"Magnetresonanstomografi, hjärta"	""	""	""	""	""	""	""
"AF046"	"AF"	"Skintigrafi, myokardperfusion i vila"	"Om skintigrafi görs i både vila och arbete registreras åtgärderna AF046 Skintigrafi, myokardperfusion i vila och AF061 Skintigrafi, myokardperfusion i arbete"	""	""	""	""	""	""
"AF047"	"AF"	"Mätning av Critical Opening Pressure, COP (köldprovokation)"	""	""	""	""	""	""	""
"AF048"	"AF"	"Mätning av intrakardiellt tryck, högerhjärta"	""	""	""	"Kateterisering av högerhjärtat, se TFC00"	""	""	""
"AF049"	"AF"	"Mätning av intrakardiellt tryck, vänsterhjärta"	""	""	""	"Kateterisering av vänsterhjärtat, se TFC10"	""	""	""
"AF050"	"AF"	"Mätning av intrarteriellt blodtryck"	"Inklusive punktion"	""	""	""	""	""	""
"AF051"	"AF"	"Non-invasiv elektrofysiologisk undersökning av hjärtat"	"Transesofageal stimulering i diagnostiskt syfte. Vid terapeutisk stimulering registreras åtgärden DF022 Transesofageal terapeutisk stimulering"	""	""	""	""	""	""
"AF052"	"AF"	"Pulmonalisangiografi"	""	""	""	""	""	""	""
"AF053"	"AF"	"Röntgenundersökning, hjärta och lungor (med eller utan hjärtvolymsbedömning)"	""	""	""	""	""	""	""
"AF054"	"AF"	"Skintigrafi med farmakologisk stress"	""	""	""	""	""	""	""
"AF055"	"AF"	"Skintigrafi, hjärtkammarfunktion i arbete (jämviktsundersökning)"	""	""	""	""	""	""	""
"AF056"	"AF"	"Skintigrafi, hjärtkammarfunktion i vila (jämviktsundersökning)"	""	""	""	""	""	""	""
"AF057"	"AF"	"Skintigrafi, hjärtkammarfunktion, första passage"	""	""	""	""	""	""	""
"AF058"	"AF"	"Skintigrafi, hjärtminutvolym"	""	""	""	""	""	""	""
"AF059"	"AF"	"Skintigrafi, hjärtshuntdiagnostik"	""	""	""	""	""	""	""
"AF060"	"AF"	"Skintigrafi, myokardinfarkt"	""	""	""	""	""	""	""
"AF061"	"AF"	"Skintigrafi, myokardperfusion i arbete"	"Om skintigrafi görs i både vila och arbete registreras åtgärderna AF046 Skintigrafi, myokardperfusion i vila och AF061 Skintigrafi, myokardperfusion i arbete"	""	""	""	""	""	""
"AF062"	"AF"	"Skintigrafi, myokardperfusion vid farmakologisk stress"	""	""	""	""	""	""	""
"AF063"	"AF"	"Telemetriövervakning av hjärtat"	"Kontinuerlig övervakning av hjärtverksamhet hos patient som övervakas på sjukhuset oavsett om patienten är inskriven eller ej"	""	""	""	""	""	""
"AF064"	"AF"	"Transesofageal ekokardiografi"	""	""	""	""	""	""	""
"AF065"	"AF"	"Ultraljudsundersökning, bukaorta"	""	""	""	""	""	""	""
"AF066"	"AF"	"Ultraljudsundersökning, hjärtklaffar"	""	""	""	""	""	""	""
"AF067"	"AF"	"Ultraljudsundersökning, perikardiet"	""	""	""	""	""	""	""
"AF068"	"AF"	"Ultraljudsundersökning, torakala kärl"	""	""	""	""	""	""	""
"AF069"	"AF"	"Ultraljudsundersökning, vena cava"	""	""	""	""	""	""	""
"AF070"	"AF"	"Vektor-elektrokardiografi (EKG)"	""	""	""	""	""	""	""
"AF071"	"AF"	"Vänster- och högersidig kammarangiografi"	""	""	""	""	""	""	""
"AF073"	"AF"	"Blodtrycksmätning under lång tid, non-invasiv, uppkoppling"	"Enbart uppkoppling"	""	""	""	""	""	""
"AF074"	"AF"	"Ortostatiskt prov"	"Puls/blodtrycksreaktion vid uppresning/tippbräda 60 grader högst 10 min. Används för att studera ortostatisk/postural hypotension. Jämför AF075 Tilttest"	""	""	""	""	""	""
"AF075"	"AF"	"Tilttest"	"Puls/blodtrycksreaktion vid uppresning på tippbräda 60 grader 30-40 minuter. Diagnostik av neurokardiogen synkope. Jämför AF074 Ortostatiskt prov"	""	""	""	""	""	""
"AG"	"A"	"Bröstvägg, pleura, mediastinum, diafragma, trakea, bronker och lungor"	""	""	""	""	""	""	""
"AG001"	"AG"	"Allergenprovokation, bronkial"	""	""	""	""	""	""	""
"AG002"	"AG"	"Angiografi, selektiv, av andra kärl inom hals-bröstregion"	""	""	""	""	""	""	""
"AG003"	"AG"	"Annat specificerat andningsprov"	""	""	""	""	""	""	""
"AG004"	"AG"	"Ansträngningsprovokation"	"Ej standardiserat prov som anpassas efter patientens ålder och med syftet att provocera fram ansträngningsutlöst astma"	""	""	""	""	""	""
"AG005"	"AG"	"Apnémonitorering"	""	""	""	""	""	""	""
"AG006"	"AG"	"Bronkreaktivitetstest"	"Metakolintest, histaminprovokation, torrluft, capsaicin m.fl."	""	""	""	""	""	""
"AG007"	"AG"	"Datortomografi, lungor"	""	""	""	""	""	""	""
"AG008"	"AG"	"Datortomografi, mediastinum inklusive de stora kärlen"	""	""	""	""	""	""	""
"AG009"	"AG"	"Datortomografi, torax"	""	""	""	""	""	""	""
"AG010"	"AG"	"Flebografi av mediastinum (selektiv)"	""	""	""	""	""	""	""
"AG011"	"AG"	"Flebografi, selektiv, av andra vener i hals-bröst-regionen"	""	""	""	""	""	""	""
"AG012"	"AG"	"Flexibel bronkoskopi med borstprov"	""	""	""	""	""	""	""
"AG013"	"AG"	"Flexibel bronkoskopi med bronkoalveolärt lavage (BAL)"	""	""	""	""	""	""	""
"AG014"	"AG"	"Inducerat sputumprov"	"Sputumprov efter inhalation av hyperosmolär NaCl"	""	""	""	""	""	""
"AG015"	"AG"	"Klinisk undersökning av andningsvägar och lungor"	""	""	""	""	""	""	""
"AG016"	"AG"	"Mätning av kolmonoxid (CO)-diffusion"	"Mått på gasutbytesförmåga"	""	""	""	""	""	""
"AG017"	"AG"	"Kväve-test (N2-test)"	"Single breath N2-utsköljningskurva. Bestämning av den alveolära platåns lutning och eventuell closing volume"	""	""	""	""	""	""
"AG018"	"AG"	"Mätning av kvävemonoxid (NO) i utandningsluft"	"Bestämning av kvävemonoxidhalten i en utandning. Används för att värdera graden av inflammatorisk reaktion i luftvägarna"	""	""	""	""	""	""
"AG019"	"AG"	"Mätning av lungelasticitet"	"Kallas även lungcompliance. Undersökning med esofagusballong. Tryckvolymkurva"	""	""	""	""	""	""
"AG020"	"AG"	"Lungvolymsbestämning med kroppspletysmograf"	"TLK, FRK och RV"	""	""	""	""	""	""
"AG021"	"AG"	"Lungvolymsbestämning med spädningsteknik"	"TLK, FRK och RV"	""	""	""	""	""	""
"AG022"	"AG"	"Magnetisk frenikusstimulering"	"Frenikus stimuleras i syfte att åstadkomma diafragmakontraktion. Stimuleringen görs i samband med mätning av transdiafragmala tryck"	""	""	""	""	""	""
"AG023"	"AG"	"Magnetresonanstomografi, lungor"	""	""	""	""	""	""	""
"AG024"	"AG"	"Magnetresonanstomografi, mediastinum inklusive de stora kärlen"	""	""	""	""	""	""	""
"AG025"	"AG"	"Magnetresonanstomografi, torax"	""	""	""	""	""	""	""
"AG026"	"AG"	"Mätning av maximala respiratoriska tryck, och snifftest"	"MIP, MEP"	""	""	""	""	""	""
"AG027"	"AG"	"Mätning av lungmekanik med superpositionsmetod"	"Resistensen och andra variabler bestämda med superpositionsmetod (impulsoscillometri, forcerad oscillationsmetod)"	""	""	""	""	""	""
"AG028"	"AG"	"Oximetri, långtidsregistrering"	"Oximetriregistrering under ½ - 1 dygn"	""	""	""	""	""	""
"AG029"	"AG"	"Peak expiratory flow (PEF)"	""	""	""	""	""	""	""
"AG030"	"AG"	"Peak expiratory flow (PEF), dygnskurvor"	"Instruktion till patient före start samt tolkning efter avslutad testperiod. Registreras före start i samband med att patienten får instruktioner. Registreras ej då patienten lämnar undersökningsresultaten eller i samband med bedömningen"	""	""	""	""	""	""
"AG031"	"AG"	"Perkutan oximetri"	"Non-invasiv mätning av arteriell syrgasmättnad. POX"	""	""	""	""	""	""
"AG032"	"AG"	"Perkutan oximetri med endtidal CO2-mätning"	"Kontinuerlig registrering av syresättning och ventilation"	""	""	""	""	""	""
"AG034"	"AG"	"Radiospirometri"	"Ventilations- och perfusionsskintigrafi med kvantifiering"	""	""	""	""	""	""
"AG035"	"AG"	"Mätning av resistens i luftvägarna"	"Resistensen bestäms med kroppspletysmografisk metod"	""	""	""	""	""	""
"AG036"	"AG"	"Röntgenundersökning, bronkografi eller trakeografi"	""	""	""	""	""	""	""
"AG037"	"AG"	"Röntgenundersökning, hals-bröstorgan utan egen kod"	""	""	""	""	""	""	""
"AG038"	"AG"	"Röntgenundersökning, lungor, hälsokontroll"	""	""	""	""	""	""	""
"AG039"	"AG"	"Röntgenundersökning, lungor, kontroll av central venkateter (med kontrastinjektion)"	""	""	""	""	""	""	""
"AG040"	"AG"	"Röntgenundersökning, lungor, liggande patient"	""	""	""	""	""	""	""
"AG041"	"AG"	"Röntgenundersökning, lungor, skärmbild"	""	""	""	""	""	""	""
"AG042"	"AG"	"Röntgenundersökning, revben"	""	""	""	""	""	""	""
"AG043"	"AG"	"Röntgenundersökning, sternum"	""	""	""	""	""	""	""
"AG044"	"AG"	"Skintigrafi, abscess- och infektionslokalisation i hals- och bröstorgan"	""	""	""	""	""	""	""
"AG045"	"AG"	"Skintigrafi, aspiration"	""	""	""	""	""	""	""
"AG046"	"AG"	"Skintigrafi, lungdiffusion"	""	""	""	""	""	""	""
"AG047"	"AG"	"Skintigrafi, lungperfusion"	"Vid lungembolimisstanke"	""	""	""	""	""	""
"AG048"	"AG"	"Skintigrafi, lungventilation"	"Vid lungembolimisstanke"	""	""	""	""	""	""
"AG049"	"AG"	"Skintigrafi, tumörlokalisation i hals- och bröstorgan"	""	""	""	""	""	""	""
"AG050"	"AG"	"Skintigrafi, undersökning av hals- och bröstorgan utan egen kod"	""	""	""	""	""	""	""
"AG051"	"AG"	"Spirometri, före och efter bronkdilatation"	"Spirometri före och efter inhalation av bronkvidgande läkemedel. Inhalationen behöver inte registreras separat"	""	""	""	""	""	""
"AG052"	"AG"	"Spirometri inklusive forcerad inspiration"	"Vid diagnostik av misstänkt obstruktivitet i de centrala luftvägarna"	""	""	""	""	""	""
"AG053"	"AG"	"Spirometri, dynamisk"	"FVK (VK), FEV1.0, FEV%, flödesvolymkurva och deriverade variabler"	""	""	""	""	""	""
"AG054"	"AG"	"Mätning av transdiafragmala tryck"	"Mätning av diafragmatrycket vid voluntär andning eller via stimulering av diafragma"	""	""	""	""	""	""
"AG055"	"AG"	"Transillumination"	"Genomlysning för bedömning av pneumotorax"	""	""	""	""	""	""
"AG056"	"AG"	"Transkutan mätning av syrgas och/eller koldioxid"	""	""	""	""	""	""	""
